,epoch,preds,mode
0,1,-0.9303924,valid
1,1,-0.8061841,valid
2,1,-1.3295324,valid
3,1,-1.720196,valid
4,1,-1.0849853,valid
5,1,-1.244225,valid
6,1,-1.8707035,valid
7,1,-1.8766065,valid
8,1,-1.2657831,valid
9,1,-1.3730476,valid
10,1,-1.7053548,valid
11,1,-2.3599567,valid
12,1,-2.2076232,valid
13,1,-2.8158457,valid
14,1,-1.5404947,valid
15,1,-2.7831657,valid
16,1,-1.56052,valid
17,1,1.6343564,valid
18,1,-1.5907722,valid
19,1,-2.533957,valid
20,1,-0.06212327,valid
21,1,1.6736009,valid
22,1,-4.0848746,valid
23,1,-1.2572418,valid
24,1,-0.6099732,valid
25,1,-0.73577946,valid
26,1,-1.2654886,valid
27,1,-0.3964431,valid
28,1,-1.1230294,valid
29,1,-0.5480006,valid
30,1,0.29043445,valid
31,1,-0.17363912,valid
32,1,-2.3006284,valid
33,1,0.19372241,valid
34,1,-1.356108,valid
35,1,-2.6014638,valid
36,1,0.1575744,valid
37,1,-2.0044856,valid
38,1,-2.4457343,valid
39,1,-1.8750479,valid
40,1,-3.0080352,valid
41,1,2.726711,valid
42,1,-3.138691,valid
43,1,1.6200166,valid
44,1,-3.3021767,valid
45,1,-2.2845135,valid
46,1,-1.5815291,valid
47,1,1.9002551,valid
48,1,-1.5605202,valid
49,1,-5.1615477,valid
50,1,-2.5012324,valid
51,1,-0.9749544,valid
52,1,-0.74482566,valid
53,1,-0.0014865883,valid
54,1,-1.7674427,valid
55,1,-4.367671,valid
56,1,-1.8633285,valid
57,1,-2.4707644,valid
58,1,0.2536764,valid
59,1,-1.4104984,valid
60,1,-0.3658317,valid
61,1,-3.6239202,valid
62,1,-2.095454,valid
63,1,-0.67597574,valid
64,1,-1.8176609,valid
65,1,-2.1857436,valid
66,1,-2.746678,valid
67,1,-2.7234073,valid
68,1,-0.9628674,valid
69,1,-0.9569097,valid
70,1,-0.9438891,valid
71,1,-1.2590146,valid
72,1,-1.5573448,valid
73,1,1.1273658,valid
74,1,-0.76613367,valid
75,1,-0.96264166,valid
76,1,-2.7218642,valid
77,1,-0.6685676,valid
78,1,-2.8790004,valid
79,1,-1.912635,valid
80,1,-1.6172687,valid
81,1,-1.4116005,valid
82,1,-3.074418,valid
83,1,-3.3359337,valid
84,1,-2.0443084,valid
85,1,-0.63392085,valid
86,1,-3.7499826,valid
87,1,-0.9470368,valid
88,1,-1.3114052,valid
89,1,-1.2217118,valid
90,1,-1.3432579,valid
91,1,-1.3105512,valid
92,1,-1.4862722,valid
93,1,-1.4976647,valid
94,1,0.20006093,valid
95,1,-1.7184331,valid
96,1,-3.94554,valid
97,1,-1.6570916,valid
98,1,0.3285702,valid
99,1,-2.078247,valid
100,1,1.6897002,valid
101,1,0.43525693,valid
102,1,-3.124004,valid
103,1,-1.9558777,valid
104,1,-3.3640337,valid
105,1,-1.3759385,valid
106,1,-2.6161823,valid
107,1,-0.8862249,valid
108,1,-1.4827232,valid
109,1,-5.806887,valid
110,1,-1.2620245,valid
111,1,-1.8595548,valid
112,1,1.3831532,valid
113,1,-2.8981202,valid
114,1,-1.949702,valid
115,1,-1.2849538,valid
116,1,0.11582979,valid
117,1,-0.70573956,valid
118,1,0.4853938,valid
119,1,0.7548469,valid
120,1,-0.67534035,valid
121,1,-0.79153603,valid
122,1,0.93538505,valid
123,1,-5.4253874,valid
124,1,-3.0235698,valid
125,1,-0.5007718,valid
126,1,-1.932926,valid
127,1,-1.5344162,valid
128,1,-1.6758127,valid
129,1,0.63210183,valid
130,1,-0.7300994,valid
131,1,-2.4360936,valid
132,1,-3.481572,valid
133,1,-1.7975396,valid
134,1,-1.8875358,valid
135,1,-2.1831377,valid
136,1,1.6187882,valid
137,1,-3.0002923,valid
138,1,-0.21507102,valid
139,1,-0.26888838,valid
140,1,-1.9582574,valid
141,1,-1.7597902,valid
142,1,0.45687672,valid
143,1,-2.3338728,valid
144,1,-0.6339781,valid
145,1,-0.38646042,valid
146,1,-3.9306004,valid
147,1,-1.8512914,valid
148,1,-2.120281,valid
149,1,-1.6395657,valid
150,1,-1.5438279,valid
151,1,-0.18749028,valid
152,1,-2.5817316,valid
153,1,-1.3363743,valid
154,1,-0.1578927,valid
155,1,-1.1359165,valid
156,1,0.3512838,valid
157,1,-0.6582968,valid
158,1,0.09336618,valid
159,1,-3.7849278,valid
160,1,-1.56052,valid
161,1,-0.7659945,valid
162,1,-0.84584194,valid
163,1,-0.9120401,valid
164,1,-0.23793204,valid
165,1,0.37765354,valid
166,1,2.176997,valid
167,1,-0.9604661,valid
168,1,-3.0756636,valid
169,1,-1.99866,valid
170,1,-2.5852764,valid
171,1,-2.5401864,valid
172,1,-2.3755624,valid
173,1,-0.50925994,valid
174,1,-2.563669,valid
175,1,-1.7778587,valid
176,1,-1.479038,valid
177,1,-1.8930265,valid
178,1,-3.368335,valid
179,1,-0.9590393,valid
180,1,-2.1975055,valid
181,1,-0.5163585,valid
182,1,-2.1359217,valid
183,1,-0.7996748,valid
184,1,1.447912,valid
185,1,-0.97180426,valid
186,1,-1.7633704,valid
187,1,-2.459862,valid
188,1,-1.818569,valid
189,1,-3.0308015,valid
190,1,-2.4259436,valid
191,1,-0.70998394,valid
192,1,-4.628005,valid
193,1,-2.3616498,valid
194,1,-3.599581,valid
195,1,0.50447744,valid
196,1,-1.0441185,valid
197,1,0.5598719,valid
198,1,-1.0724667,valid
199,1,-1.6684978,valid
200,1,-2.4170067,valid
201,1,-1.7126589,valid
202,1,-2.6334069,valid
203,1,0.36627933,valid
204,1,-3.9326315,valid
205,1,-0.5168272,valid
206,1,-2.208641,valid
207,1,-1.1611427,valid
208,1,-2.6438465,valid
209,1,-0.97918403,valid
210,1,-1.2167258,valid
211,1,-2.0991614,valid
212,1,-3.0073597,valid
213,1,-3.064099,valid
214,1,-3.555374,valid
215,1,-0.77095246,valid
216,1,-1.6910305,valid
217,1,-0.24756622,valid
218,1,-2.6046612,valid
219,1,0.6906159,valid
220,1,-4.6020584,valid
221,1,-2.0573208,valid
222,1,-1.3505281,valid
223,1,-5.7236295,valid
224,1,-0.7396036,valid
225,1,-1.56052,valid
226,1,-1.637768,valid
227,1,-1.7145332,valid
228,1,-1.1726217,valid
229,1,-0.51265466,valid
230,1,-1.4363102,valid
231,1,-1.2957635,valid
232,1,-1.3059832,valid
233,1,-0.18350416,valid
234,1,-2.7649744,valid
235,1,-2.130338,valid
236,1,-3.246509,valid
237,1,-0.3304237,valid
238,1,-0.88243175,valid
239,1,-2.737826,valid
240,1,-2.3100228,valid
241,1,-0.6933799,valid
242,1,-0.79240614,valid
